B cells-B cells	B cells-Monocytes/Macrophage	B cells-CD8 T cells	B cells-CD4 T cells	B cells-Dendritic cells	B cells-T cells	B cells-NK cells	Monocytes/Macrophage-B cells	Monocytes/Macrophage-Monocytes/Macrophage	Monocytes/Macrophage-CD8 T cells	Monocytes/Macrophage-CD4 T cells	Monocytes/Macrophage-Dendritic cells	Monocytes/Macrophage-T cells	Monocytes/Macrophage-NK cells	CD8 T cells-B cells	CD8 T cells-Monocytes/Macrophage	CD8 T cells-CD8 T cells	CD8 T cells-CD4 T cells	CD8 T cells-Dendritic cells	CD8 T cells-T cells	CD8 T cells-NK cells	CD4 T cells-B cells	CD4 T cells-Monocytes/Macrophage	CD4 T cells-CD8 T cells	CD4 T cells-CD4 T cells	CD4 T cells-Dendritic cells	CD4 T cells-T cells	CD4 T cells-NK cells	Dendritic cells-B cells	Dendritic cells-Monocytes/Macrophage	Dendritic cells-CD8 T cells	Dendritic cells-CD4 T cells	Dendritic cells-Dendritic cells	Dendritic cells-T cells	Dendritic cells-NK cells	T cells-B cells	T cells-Monocytes/Macrophage	T cells-CD8 T cells	T cells-CD4 T cells	T cells-Dendritic cells	T cells-T cells	T cells-NK cells	NK cells-B cells	NK cells-Monocytes/Macrophage	NK cells-CD8 T cells	NK cells-CD4 T cells	NK cells-Dendritic cells	NK cells-T cells	NK cells-NK cells
CSF2-LEPR	4.08180620414725	2.54411394474406	2.7383078793599	2.48903396305053	2.56715293810443	2.53906411300942	1.02728502339689	0	0	0	0	0	0	0	3.56728983673005	2.24535001619016	2.13280888414268	2.17381078483429	2.20159059766717	2.045538646325	0.775961522267451	4.04534010539142	2.37262402410558	2.69330650678835	2.45014091100752	2.37448789324458	2.41163865033179	1.04493718070226	0.491659011889155	0.298216785608171	0.278757437772424	0.308947469868067	0.293840522072949	0.283136033197277	0.0952234257081494	5.18957107444085	3.18036709660947	3.28015362611516	3.25250756948299	3.16185310880582	3.13385186931424	1.19068531388995	10	6.35779209962135	6.16752068638821	6.26541509433421	6.26794454841747	5.98736384537377	2.21135526123141
WNT3-FZD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5.81543639627927	4.41191425914649	0	2.48162168857793	3.46539742076954	3.13532669825284
KNG1-EDNRA	3.24154450319574	2.01714653289775	2.46773442566976	0	1.04794718498959	0	0	1.3657960675785	0.920581841872755	0.804181185687442	0	0.44976709693354	0	0	0	0	0	0	0	0	0	10	5.85565075130423	7.55522281478176	0	3.0171921242296	0	0	1.19688506448375	0.724806052209013	0.770072197913764	0	0.367695382846628	0	0	2.89703997604785	1.77256250398796	2.07794354800615	0	0.907303862216156	0	0	3.07816030627883	1.95388427913278	2.15436053603136	0	0.991755060352401	0	0
TGFA-FLT1	0.733985894375416	4.13162374937118	0.245406106897577	0.494594257836144	2.92947761947499	0.306101914501655	0.138280656720651	1.36210296410693	8.15757067552607	0.359334769137073	0.952122357919584	5.44696659569704	0.507151668636247	0.180850363577243	0.150666748864609	0.987040185799457	0.0243671688591931	0.0923539332110113	0.671159764598577	0.0400764107630155	0	0.484576955406167	2.61646644207009	0.152644721438127	0.320219351264958	1.8358063774558	0.185490785970111	0.0847480558237343	1.10462665867714	5.97035916513305	0.316394524112313	0.774112290870805	4.13740286315866	0.433305082417508	0.162723634039847	1.03355769338309	5.65471510738073	0.33242882922794	0.721639512844751	3.95360647899444	0.425465824160059	0.184847285531388	1.78263505285396	10	0.575624938262168	1.25201911832284	6.94132875159372	0.742293016134038	0.32633365220198
LIF-IL7R	1.25354999279425	0.156995796903215	1.23189698229855	4.80257787199359	0.177777031467087	5.21656183288904	0.124674937206862	0.442586105702741	0.0381213324816695	0.326290408681713	1.81789503851838	0.041215351777942	1.67874913857461	0	0.649146093782005	0.0648099196352209	0.563548518377957	2.54201687339349	0.0726459632936001	2.54527450699129	0.0343541767418712	1.7028491484702	0.210416947392655	1.6607009968184	6.43766093800293	0.234455526347417	6.7443701507159	0.188736852384345	1.02582214714336	0.117439544043706	0.845223492288634	4.07328173632685	0.129945266561004	3.9709923036891	0.0633644145228365	1.90675404783173	0.252723049395209	1.76333474523375	7.4463287761532	0.278636763186398	7.63528224500647	0.186878187253774	2.52912105359938	0.361728979342739	2.28218599792446	9.83380883207911	0.393514192457339	10	0.249287001636216
CCL15-CX3CR1	1.11892394014079	1.06211088477998	0.879950202430152	0.723926618887366	1.07874064787739	0.906338609570273	0.983204080743267	1.48257958229524	1.52432788782176	0.901772866130705	0.98356433604597	1.45595820648997	1.04964695193219	0.892333438459865	9.16358156468163	8.7840747041266	6.42253425623557	5.924669533154	8.66923013003787	6.84231669789682	6.95939634773375	0	0	0	0	0	0	0	1.63919818440537	1.51420495082551	1.08948576271369	1.09286782997725	1.50174523946014	1.22922457139348	1.10844919663053	10	9.33320712919991	7.40952478426572	6.64970517384938	9.33957990828883	7.86349526323315	8.01069255183423	2.39780192271548	2.32169273892969	1.73361060035763	1.59396467324191	2.30385725120199	1.8694660557945	1.85129809522446
HGF-EPHA2	0.0719692665698762	0.38757298699057	0	0	0.267568175613457	0	0.016411302553777	1.7143618358496	10	0	0	6.49238531699769	0	0.2677715988221	0.0517585343970038	0.281481508972873	0	0	0.188828766031218	0	0.0102009627131097	0	0	0	0	0	0	0	1.19175960806846	6.24566935357018	0	0	4.21040976658198	0	0.209134585199473	0.048879650242381	0.258818981167918	0	0	0.17604607014807	0	0.0101613409177625	0.291468172014755	1.60110460190321	0	0	1.07995162535671	0	0.0583992212956283
VEGFA-PDGFRA	0.249887877051541	0.933379959784488	0	0	0.567148511980173	0	0	2.47169926635136	10	0	0	5.71428180681959	0	0	0.0173651375171214	0.065501762893643	0	0	0.0386748502360711	0	0	0.135267138520097	0.475439536715618	0	0	0.286522987550019	0	0	2.62211496785354	9.53122930477671	0	0	5.65524808036681	0	0	0.0705388804008278	0.25906184686657	0	0	0.155092585595185	0	0	0.361166053687508	1.37607578900213	0	0	0.816929008781105	0	0
IL4-IL15RA	3.49419877702962	2.32593414517288	2.3414473552861	2.10029778451696	2.20431581087384	2.14383053519848	0.924228337465237	0	0	0	0	0	0	0	5.77865126225899	3.88452364964711	3.45101562860947	3.47108024701998	3.57726817142461	3.2682655610469	1.3210564422488	6.83955122398288	4.28417418421169	4.54846903354456	4.08336737042107	4.02688635459189	4.02166934888628	1.85676031980984	0.750466666296007	0.486144209843072	0.425011579324324	0.46484361658297	0.449889582657815	0.426269348571799	0.152758118911293	10	6.54502662140415	6.31349172729969	6.17791142542529	6.11134882110693	5.9561902234946	2.4113409988196	0	0	0	0	0	0	0
CXCL8-CCR10	0.612629244267071	0.56782264012082	0	0.393106941147363	0.554226904227645	0.492182662442235	0.280201210633019	9.96079341373538	10	0	6.55386813355868	9.17906043026723	6.99451875264536	3.12055802446889	0.406297397622988	0.380294897182371	0	0.260532513871776	0.360688856329078	0.300898923705917	0.160612572558541	0.602939596387132	0.525870117435277	0	0.38427698496706	0.509072039415891	0.464235451536946	0.283036637451548	7.5468277054918	6.80711863019683	0	4.99021917728017	6.48787743625909	5.61310124147281	2.65630500373081	0.394222872846469	0.359267894910656	0	0.25999393492987	0.345495633493687	0.307465307529512	0.16437700343294	2.01728702144934	1.90723768851465	0	1.33000137593789	1.81879335545177	1.55994988392558	0.810699530013369
FGF21-FGFR1	0	0	0	0	0	0	0	1.83033989757003	2.80906097471182	0.897703385760283	1.92595707236216	1.71707744093846	1.18011804641055	0.909823059005623	0	0	0	0	0	0	0	6.07643694743953	8.10171637524573	3.82410086643644	6.19342174880201	5.22285866938698	4.29579246172887	4.52589745351653	0	0	0	0	0	0	0	7.17794384618648	10	4.28856877853851	7.570639133829	6.40404892033482	5.1402489969002	4.7488249466936	3.82701954633878	5.53122288174842	2.23110956524522	4.03511732320423	3.51261203302358	2.71727398736006	2.44028061973648
IL3-IFNLR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6.27184375977948	5.99231938474774	6.07463343021863	6.15493816360111	5.73233599720054	2.16980081437854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL3-IL15RA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6.72219774710643	5.97200881657011	6.00673079147377	6.19048980302401	5.65575843344675	2.28609823000874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XCL2-XCR1	2.47683617541578	2.31203022437063	1.94580625371767	1.6011768972741	2.33587380472767	0	0	0.182886363514893	0.184913507404819	0.111123332317527	0.12123112508748	0.175690320448025	0	0	6.80382535855804	6.41373275097706	4.76364205001093	4.39541708566273	6.29657029241522	0	0	0.93144464639443	0.818168928667312	0.726206629419373	0.598076398769509	0.819831693595437	0	0	0.320264282220921	0.290930085839174	0.212639226773278	0.213350044153748	0.287017860236674	0	0	2.20850095307216	2.02700783094448	1.63467992503336	1.46739837775315	2.01771837853508	0	0	10	9.52178498776114	7.22242487084783	6.64222282896426	9.3989183933897	0	0
IFNL1-IL15RA	3.32918339038422	2.2124811532367	2.23681599958365	2.05616488189279	2.08544915170038	2.04254508460466	0.83032305433796	0.331127089358147	0.220904487904113	0.138914898988207	0.186129613026713	0.187963096508122	0.146369834976761	0	4.82768400415882	3.25169218146131	2.89225242072319	2.99198535872972	2.9780729976626	2.7361627809979	1.05171294516561	1.2366084308722	0.754685786371849	0.809259453571009	0.740894923454223	0.702246139471414	0.70727099327257	0.283594436971795	1.39618129801094	0.887323352981738	0.769797582494932	0.874354494350819	0.812581257300642	0.77258621471559	0.226832532377032	6.55969656567733	4.30817378921829	4.16985321770051	4.19354495563481	4.00367779863022	3.93108334609406	1.53282969172871	10	6.82985569904485	6.214554524915	6.40463005197617	6.29642878332555	5.95633871729228	2.27772954329585
CXCL13-CCR4	1.88504861313137	0	1.47673116544123	1.25017378597635	1.71204776078786	1.5414989512295	0.866014028772335	0.440324174072664	0	0.266792142130989	0.299440914737183	0.407361767821118	0.314723032421478	0.138560980607444	10	0	6.98172174034485	6.62754575983418	8.91234778525967	7.53821787699524	3.97068639052556	1.25504090486576	0	0.975747870693033	0.82672923418143	1.06381659437095	0.983590825966946	0.591775281366847	0.421660213195738	0	0.279173425364832	0.288172580403841	0.363918611861872	0.319222251515181	0.149075480855444	6.556012079616	0	4.8389535855695	4.46885217863501	5.76824809101059	5.20458539214463	2.74580110413335	0.18244952767037	0	0.131402113160667	0.124326006800604	0.165143638671634	0.143607719991579	0.0736486956745776
IL12A-IL20RB	10	6.21801653943562	6.70915812084682	0	0	0	2.51239678442053	0.419543862496147	0.282566278466904	0.217704305791753	0	0	0	0.0721990773152006	3.30972287798341	2.07828442020799	1.97898867693411	0	0	0	0.718692438323318	1.52844542504931	0.894317060630448	1.01769773827349	0	0	0	0.394125679351515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.59092403352755	4.18042392222925	4.06532296775844	0	0	0	1.45497147397367
IL12A-PDGFRB	10	6.21870706219856	6.71158208857228	0	6.30836478661292	0	2.65589395789798	0.419543862496147	0.282597657998638	0.217782960699183	0	0.269592984893876	0	0.0763227744902076	3.30972287798341	2.07851521771245	1.97970367046915	0	2.04883618172375	0	0.759741023538254	1.52844542504931	0.894416376269725	1.01806542471454	0	0.89987522177733	0	0.416636423407761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.59092403352756	4.18088816639115	4.06679173798116	0	4.14370557296332	0	1.5380731143277
CCL4-CCR6	3.27459282331071	0	2.57249646090878	2.13099645058718	2.98172466824079	2.67325587949423	1.50855973907265	1.49454471947738	0	0.908088161235286	0.997298378986955	1.38622447765679	1.06641797921641	0.471606919029967	10	0	7.00133938438908	6.5032480897163	8.93529791102026	7.52542846378331	3.98169896181724	2.86778542261481	0	2.23586191672636	1.85365818933257	2.43709491709733	2.24370516388713	1.35596483608178	1.4700119875901	0	0.976002481774553	0.98579927570456	1.27197750499594	1.11099973347439	0.521155476387296	7.43555631853602	0	5.50356085738657	4.97333024355503	6.55895369121005	5.89280956967799	3.12281050907401	9.71765053529836	0	7.01842199604811	6.49767680191426	8.81855228571963	7.63587599148928	3.93356587820401
IL4-IL13RA1	0.716285563547028	2.63626153727286	0.46997422076225	0.414326343320893	3.60692193392846	0.435376746441984	0.191714682006864	0	0	0	0	0	0	0	1.18458185697368	4.4027988967118	0.692686246920085	0.684740990883789	5.85348386442892	0.663731019366812	0.274029593632077	1.40205870229397	4.85577102182965	0.912966582347154	0.805527046447613	6.58919409195581	0.816734945993041	0.385151807021603	0.153840257321611	0.551005833349567	0.0853081259149114	0.0916998328973506	0.736154318509884	0.0865682986794252	0.0316869468332514	2.04992792126135	7.41826761443076	1.26724111397501	1.21871834990556	10	1.20960434051031	0.500189676142887	0	0	0	0	0	0	0
KITLG-PDGFRB	0.883585707334879	4.75788601233311	0.326534839404676	0	3.29070661080013	0	0.296406805013416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90831799341543	10	0.596024556489538	0	6.75366552774068	0	0.492642023399251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF7-MET	2.70204198406505	0	0.992708159542703	0	10	0	0	0.961138023079835	0	0.273109543528383	0	3.62333160240651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35143739435776	0	0.41962175508977	0	4.75282868866628	0	0	0	0	0	0	0	0	0	2.36632442157617	0	0.799253422908512	0	8.72786414805108	0	0
IL2-IL2RG	1.09538639377087	0.275869588719676	2.52947784979704	1.62122665211182	0.535508607652774	1.89550958854325	2.8248240799094	0.0314025453322719	0	0.0652779248332013	0.0537962740403052	0.00970544062523505	0.0535004488734622	0.0643869620424192	1.54514849709674	0.396879330523241	3.17275114856515	2.28293526420769	0.743534653363379	2.46044073191464	3.43545625290904	3.796423270429	0.92013154922263	8.66126491639027	5.56654706824206	1.74567542059084	6.27451890834487	10	0.108025821321756	0.0181486360432705	0.221070091391459	0.170566604896594	0.0442379164785211	0.179572371827339	0.2248891700667	3.26482158421624	0.826003477154966	7.07274977165014	4.95486531157667	1.55777717617257	5.46711343658946	7.63974455494573	0.0601295493892466	0.00690588025796384	0.140520177034974	0.0974584493676562	0.0233885421568398	0.107787071828491	0.150728722308093
LIF-IL23R	4.87441895825163	2.89876416538833	3.15888587585884	2.84449796286038	2.931263448273	2.94029729232726	0.972416063401305	1.61575211252127	0.976538236441133	0.676703175829494	0.88572747016694	0.910767305099863	0.736831247353067	0	2.44576463900065	1.4080984919019	1.32700540693814	1.36094998539041	1.37579841404285	1.2765317321988	0.267949229068346	6.67982149925364	3.76259578073717	4.33419747092973	3.91756087824985	3.76984921089135	3.89186653650202	1.47207410828547	3.95934839557389	2.25913095847094	2.09905009791243	2.36587968725752	2.2235693372025	2.16451564378003	0.494217810816222	7.49916517880325	4.44669464602092	4.61550695142334	4.57952360880812	4.42353199245189	4.44675587588988	1.45757724251644	10	6.20934422744075	6.03762958263818	6.14636529563372	6.12319915609495	5.91957982935968	1.94434174356947
PDGFD-EGFR	0	0	0	0	2.7674058552853	0	1.18087665155623	0	0	0	0	0.3133891798076	0	0.0899222796378613	0	0	0	0	7.37532813392897	0	2.77189923021427	0	0	0	0	0.769275335769702	0	0.360989439775745	0	0	0	0	0.344302483381836	0	0.118977471680006	0	0	0	0	2.08414035696388	0	0.836902252056396	0	0	0	0	10	0	3.76206105453969
EDN3-GABBR1	1.21375276494948	0.73015071921984	0.520046883167357	0.408857912021082	0.565287861607628	0.405432961820081	0.28872716907974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5.66072414463211	4.25219439984795	3.34579829011395	4.34665314998494	3.20128788780781	2.44148459049832	0	0	0	0	0	0	0	4.7983335431331	2.83814336211299	1.9370263319476	1.66127304385165	2.16491438312819	1.55598343677345	1.04057841138493	0	0	0	0	0	0	0
FGF23-FGFR4	0	0	0	0	8.45934401801414	0	0	0	0	0	0	1.51116915515498	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7.04627851341104	0	0	0	0	0	0	3.85883178116031	0	0
TGFA-INSRR	4.23642079757385	0	0	0	0	2.2850565347993	0	7.68867406123533	0	0	0	0	3.62480482848369	0	1.03038561577775	0	0	0	0	0.512325121898516	0	2.86562088616406	0	0	0	0	1.48133233058411	0	6.27353433877016	0	0	0	0	3.13270853964794	0	5.88292551884698	0	0	0	0	3.08046956567169	0	10	0	0	0	0	5.19173148522516	0
PDGFD-PDGFRA	1.93954581313239	2.70381202188403	0	0	1.85504720880233	0	0	0.215623836235084	0.325584939424447	0	0	0.210071002834894	0	0	5.26756289481712	7.41562328157434	0	0	4.94382919755576	0	0	0.57768812052817	0.757808715507507	0	0	0.515660564096387	0	0	0.253932927868787	0.344492186736468	0	0	0.230792805313097	0	0	1.5077984258222	2.06671860169869	0	0	1.39704075011418	0	0	7.03236497513749	10	0	0	6.7031989733616	0	0
OXT-FFAR2	8.38991487695509	4.9844124771176	3.48504484017262	2.69078332259097	3.77610745755088	2.66593213290778	1.9489296486395	0.990610878848521	0.576823532367384	0.191823894295841	0.207880485741855	0.358974847115668	0.143872683216606	0	5.19658911537748	3.08847230636831	1.86169340259398	1.61358176734663	2.25011040567132	1.45813058035754	0.964854387949066	10	5.59301823265789	4.14317424411399	3.21007011929862	4.20655509956539	3.06188198125081	2.41987222276247	3.04436864131745	1.70415364356799	0.973881583871396	0.923025834759019	1.22512967485714	0.799683936634988	0.421476512528191	3.10138258706488	1.75779032248928	1.13232588742502	0.939828430145783	1.27852451787941	0.867030313810826	0.550231691148742	5.72337358758864	3.4461567197317	2.13487403859479	1.8471991735123	2.53162580629296	1.70096422095164	1.10030555303725
CCL1-CCR5	7.84629411679306	7.34526058320214	10	6.341872800527	7.15080391737844	7.81342013423078	3.55319324551082	1.65534122832825	1.67849960193474	1.63171598227874	1.37192779023487	1.53671111968288	1.44078588312679	0.513461425894417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL16-XCR1	1.61327237866968	1.50592701150308	1.26738922603086	1.0429169629286	1.52145738447663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56036320878196	2.32585002281512	1.69995120654319	1.705633859184	2.29457360813774	0	0	6.5357274671012	5.99862578202844	4.83759016318177	4.3425455032383	5.97113504031877	0	0	10	9.52178498776114	7.22242487084783	6.64222282896426	9.3989183933897	0	0
EFNA3-ERBB2	1.28619274824448	7.31105316149202	0.423450653586228	0.857710613017826	4.99703165282053	0.521122026374975	0.2718010663241	0.412709433537297	2.83064395274961	0.0563930843569287	0.265421837855523	1.79846409922089	0.106200795183372	0.00210722873757982	0.954208692896838	5.57836383803213	0.257814596723684	0.628791041424036	3.69611949999239	0.33795087955057	0.147989103629762	1.90288832652561	10	0.647234271991231	1.27280088244061	6.78814823934274	0.757648897414656	0.446827481301537	0.347251921384658	2.19121716268493	0.0491595821551474	0.220761231618234	1.44167803628102	0.0908177931704827	0	0.605751268488581	3.58374217332032	0.155442754402448	0.40277124341068	2.39829908006803	0.210672996065745	0.0777992210890496	0.661846673879293	4.02935144489781	0.168738632233137	0.442275415620015	2.67672021277011	0.232058068962675	0.0847093528590907
CCL16-CXCR3	1.0570411812413	0.599918315398236	1.7041192070246	1.57013245382379	0.686002084412031	1.26199181266966	0.482029335698352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67758983938557	0.926552227895502	2.28573783221064	2.56786606397238	1.03458847686411	1.85421577077271	0.588719704062498	4.28231039806973	2.38968120391642	6.50457660793669	6.53778955487925	2.6922943263202	4.96327670342868	1.78027323775685	6.55215570053301	3.79320721775246	9.71120212395136	10	4.23782990892109	7.5294491381556	2.62534096517709
DLL4-NOTCH1	2.10122146708148	10	3.92939045010145	4.93412322332084	9.10254433433576	3.11041665887104	3.07201688980441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05135624218102	4.86924887128359	1.66163571824743	2.54407703349166	4.32801934427411	1.44080926046077	1.18288599447562	0	0	0	0	0	0	0	0.310937256233663	1.50946510682078	0.534572776647783	0.750209107079611	1.34242342004664	0.443030745875255	0.399433490696545
IL21-IFNLR1	1.93166007513153	1.19967734460114	1.29879918198752	1.17421027960572	1.21158975815015	1.20119726653996	0.484939272767146	0	0	0	0	0	0	0	1.17992063827695	0.740027789221234	0.707046131321092	0.716758535428209	0.726233856655142	0.676370154863483	0.256019276183539	3.75082653412513	2.19204991894715	2.50287481371393	2.26464292473623	2.19567181954489	2.23535508762508	0.966451801603353	0	0	0	0	0	0	0	10	6.10654222284874	6.33496366548746	6.2477491628371	6.07625168395158	6.03683555902944	2.28867228638865	0	0	0	0	0	0	0
IL12B-EPOR	6.11905164590635	4.09318100272745	4.07240289632816	3.63520401847772	4.15864255443762	3.81195910997783	2.02334474951188	3.33814222056387	2.41864847875697	1.71827659182385	2.03348177676405	2.31092965899869	1.81762492442078	0.756060675748516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6.50969640774632	5.62469767521622	6.12190898725189	6.45826403518392	5.76731892670887	2.54464375270686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTF1-IL21R	1.26525780649231	0.740492933007861	1.04554861469156	0.888914492512662	0.792006185196131	0.810073974264883	0.398453576135408	7.31367443427646	4.6362687558721	4.67436313770706	5.26874722548361	4.66336692174803	4.09276300309591	1.5776126275016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5.69542053011641	6.98389611724744	7.23974315585008	5.94836856117384	5.92728087347274	2.42348270980207	0	0	0	0	0	0	0	2.63577710434958	1.57352163701877	2.00241738317943	1.90265939669939	1.6443111944344	1.62430918433829	0.729335458459431
ANGPT1-FLT4	0.276961653432709	0	0.101839198749232	0	1.02469721949652	0.122820838014155	0.0632557541101845	0.68305431011557	0	0.194254990870366	0	2.57421944657551	0.264754266908813	0.106856680038074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84430237276789	0	0.88390106964206	0	10	1.16771814867008	0.499916395268621	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFA-CSF1R	0.0813529462663429	4.14902322357592	0.0254637253795914	0.0535380209603535	2.32933701065559	0.0322752795928049	0.0721640741081348	0.153390050039358	8.16303339641105	0.03858832774095	0.105701004046229	4.31222956251168	0.0553303520126705	0.0914231178289904	0.0144535992450785	1.01376321020995	0	0.00767842185365079	0.550579805975358	0.00176921267108318	0.00960425375270588	0.0527488874304239	2.63835829020564	0.0147775971067543	0.0336574599622092	1.46791017603506	0.0184443832810644	0.0479452862118965	0.123860766045744	5.98230687072762	0.0336416037983432	0.0854059967780686	3.2807556629405	0.0468621079177629	0.0832223689290065	0.115710052309981	5.66759868354769	0.0354887586288012	0.0794235519137143	3.13598899875267	0.0459631529917971	0.0932313730496113	0.201619775319553	10	0.063504994088444	0.139892367675197	5.48925937940085	0.0822948256515545	0.157241494866835
IL22-IL10RA	5.74793802597583	6.20481805239129	7.67755876597966	8.38821076928736	5.05196845019478	6.59030687938891	5.90196440196811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8989843832096	7.00796368014252	9.14528153890613	10	5.65912482039736	7.58079290653209	7.27053279495496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88611708385639	2.07686261200934	2.31611671800289	2.82811662032521	1.65212531626492	2.08150076438952	1.70166121878665
CCL17-CXCR5	0.423006053249732	0.388828839192855	0.327558872545846	0.270854610337165	0.379502469380464	0.338105311612845	0	2.11338027099057	2.10416902007058	1.26573285489979	1.38758014532814	1.9313460199749	1.47644875920263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8.94531813065802	6.54448310341548	6.59829681590432	8.52543103942518	7.39971962726663	0	0.473787695551007	0.428210463045419	0.345668168552618	0.31180411206295	0.411777550885709	0.367633351500857	0	0.416134613822986	0.390182577782738	0.296249309825669	0.273775700968843	0.372072566669375	0.320150082263654	0
MFNG-NOTCH2	0.389754431896023	5.38007856231355	1.15105212096061	0.739312535240549	4.80827228231895	0.542292545116229	0.300345341087694	0.121393136040071	2.92986349494303	0.360130354210298	0.313296914340621	2.44547823084693	0.154162480152623	0	0.70098137667139	8.58251481743209	1.66686755746671	1.24611996878572	7.45850164474399	0.853050459138595	0.462905952339804	0.75903762416803	8.53326652154193	2.01163219742496	1.33163079989214	7.57230446239245	0.96434206489151	0.63037162231397	0.306023885654618	4.41519811987564	0.779357206568697	0.626073842447677	3.84633208089122	0.391013054396352	0.13936251436651	0.868333912611895	10	2.14607712682618	1.56692499768999	8.817289771058	1.11429879475937	0.625162455810426	0.608059471907652	7.72147478306251	1.52173527476828	1.13007514357209	6.74566111923555	0.783865136771453	0.404859916947302
IL20-IL2RG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.92786279172723	1.3893942162675	10	7.85671891283536	2.48850701370151	8.26577038821149	9.92933341260315	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT6-FZD3	1.69645801841902	0.956579626341156	0.81950804897581	2.62699463766137	0.428978290874797	0.621799425327632	0.606593021339349	0	0	0	0	0	0	0	1.37063492798807	0.780479107319306	0.59008632666123	2.1210102419125	0.340104827783075	0.463102367303121	0.423583761057368	1.39286392320608	0.739054398992661	0.667758833820768	2.1423101231269	0.328712671537082	0.489273618074081	0.511163164036486	0.706361428672121	0.387604571092744	0.288382995284613	1.1271591567984	0.169733472345393	0.239686751409937	0.19436698197796	6.2831223972872	3.48349459082011	2.85968667760439	10	1.5391416208213	2.23567378240594	2.04812646941632	0.740670996634105	0.42601559180141	0.328939604279752	1.17845449184594	0.186656587271376	0.261304508523808	0.232701710337525
NTF3-PDGFRB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90831799341543	10	0.596024556489538	0	6.75366552774068	0	0.492642023399251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF18-EPHA2	0.657157451776711	3.53896167971813	0	0	2.44318761108899	0	0.149852989763423	0	0	0	0	0	0	0	1.8387898581996	10	0	0	6.70838971697483	0	0.362402587307887	1.18578852283861	6.00901616327913	0	0	4.11443477106107	0	0.277523513329736	0.747953070258862	3.9198069285095	0	0	2.64246991645147	0	0.131253697505978	0.574752105186046	3.04332689679087	0	0	2.07004037315315	0	0.119482280561274	0.316909397243517	1.74085935629116	0	0	1.17421678078328	0	0.0634966826475704
IL24-GHR	9.34153183728475	0	0	0	5.86397473509627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	5.85854203909724	0	0	4.45669149904914	0	0	0	2.65848911519391	0	0	9.43706667743463	0	0	0	5.73881044832052	0	0	9.3302766313711	0	0	0	5.8370618753216	0	0
LAMB1-ITGA2B	0	0	0	4.37953125315467	0	0	1.639938783857	0	0	0	1.67114336031201	0	0	0.418012224958703	0	0	0	6.96745152064154	0	0	2.25648409037798	0	0	0	10	0	0	3.86935871370614	0	0	0	4.72092704358059	0	0	1.3201592419143	0	0	0	9.7447477480326	0	0	3.23660093657207	0	0	0	6.56048644007882	0	0	2.10079940174396
NGF-TEK	0.263296253408552	0	0	0	0.975966519958899	0	0.0600231692257017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.83897414775474	0	0	0	10	0	0.49805453979952	0	0	0	0	0	0	0	0	0	0	0	0	0	0
