B cells-B cells	B cells-Monocytes/Macrophage	B cells-CD8 T cells	B cells-CD4 T cells	B cells-Dendritic cells	B cells-T cells	B cells-NK cells	Monocytes/Macrophage-B cells	Monocytes/Macrophage-Monocytes/Macrophage	Monocytes/Macrophage-CD8 T cells	Monocytes/Macrophage-CD4 T cells	Monocytes/Macrophage-Dendritic cells	Monocytes/Macrophage-T cells	Monocytes/Macrophage-NK cells	CD8 T cells-B cells	CD8 T cells-Monocytes/Macrophage	CD8 T cells-CD8 T cells	CD8 T cells-CD4 T cells	CD8 T cells-Dendritic cells	CD8 T cells-T cells	CD8 T cells-NK cells	CD4 T cells-B cells	CD4 T cells-Monocytes/Macrophage	CD4 T cells-CD8 T cells	CD4 T cells-CD4 T cells	CD4 T cells-Dendritic cells	CD4 T cells-T cells	CD4 T cells-NK cells	Dendritic cells-B cells	Dendritic cells-Monocytes/Macrophage	Dendritic cells-CD8 T cells	Dendritic cells-CD4 T cells	Dendritic cells-Dendritic cells	Dendritic cells-T cells	Dendritic cells-NK cells	T cells-B cells	T cells-Monocytes/Macrophage	T cells-CD8 T cells	T cells-CD4 T cells	T cells-Dendritic cells	T cells-T cells	T cells-NK cells	NK cells-B cells	NK cells-Monocytes/Macrophage	NK cells-CD8 T cells	NK cells-CD4 T cells	NK cells-Dendritic cells	NK cells-T cells	NK cells-NK cells
CCL14-CXCR5	0.000472439092752195	0.000434267884851546	0.00036583782993084	0.000302507033628415	0.000423851623289832	0.000377616739632725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00174806038417333	0.00156369562480307	0.00114401516479723	0.00115342212668994	0.00149029682580208	0.00129351567344146	0	0	0	0	0	0	0	0	0.000487947992733867	0.000457517349685791	0.000347373785492688	0.00032102185040507	0.000436282049190186	0.000375399173308335	0
EREG-MET	7.8255743363746e-06	0	2.87505210601495e-06	0	2.89617051937939e-05	0	0	0.000323474223154528	0	9.19159322672986e-05	0	0.00121944439526387	0	0	1.74999502688666e-06	0	5.72993853451175e-07	0	6.35540931198669e-06	0	0	1.79313725888601e-06	0	6.53798438618301e-07	0	6.19351224192292e-06	0	0	0.000265423533865158	0	8.24140944949624e-05	0	0.000933459878843305	0	0	4.1212155585618e-06	0	1.42655215779467e-06	0	1.47755651956324e-05	0	0	5.16888585037351e-05	0	1.74585093694915e-05	0	0.000190647288628303	0	0
WNT10A-FZD6	0.00108712782042042	0.000614583108253085	0.000530803084492656	0.00168939863188672	0.000269088458060833	0.000392219450959138	0.000387774397381433	0	0	0	0	0	0	0	0.00057854103718487	0.000330290176184557	0.000251750677439548	0.000898443145255492	0.000140523006938544	0.000192411353308073	0.000178359360390011	0.00213120552959967	0.00113374412752833	0.00103271148748678	0.0032895344832516	0.000492328926242114	0.000736902044668718	0.000780226008474283	0.000117568899507095	6.46809465174477e-05	4.85152022825221e-05	0.000188272192045955	2.76538265924254e-05	3.9269088805261e-05	3.22724693495502e-05	0.00147615407107513	0.000820527816996137	0.000679074374337188	0.00235771674228662	0.000353962304091505	0.000517018306245464	0.000480017607417322	0.000168563849584488	9.72045504413274e-05	7.56655144521462e-05	0.000269145657490982	4.15819341006553e-05	5.85365770498991e-05	5.28302792749962e-05
PRL-IFNAR1	0.000778762403482302	0.0012338445250509	0.000434814151754494	0.000426437456178248	0.00106230824204538	0.000474503009147721	0.000401871055439202	0	0	0	0	0	0	0	0.00249286220871089	0.00398855157741098	0.00124045386745356	0.00136412303429549	0.00333689585336463	0.00140016840879831	0.00111184241878557	0.00249773781613484	0.00372384861363004	0.00138403281887809	0.00135848484247224	0.0031798598692177	0.00145853465656	0.0013228943663121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDGFB-IL22RA2	0.000291624525162004	0.000181424896081166	0.000195662158295171	0	0.000184438869290476	0	0	0.000936661192739879	0.000631170150912956	0.000486056708237057	0	0.000603427849243826	0	0	0.000294429142073666	0.000184975882899169	0.000176054543926069	0	0.000182729221578547	0	0	0.000519438176773616	0.000304085989128224	0.000345873673249265	0	0.000306604009838578	0	0	0.00126418273659685	0.000765361474315066	0.000716844926613289	0	0.00075977777200515	0	0	0.000153800574309095	9.4078937933721e-05	9.7224020798919e-05	0	9.42317438374546e-05	0	0	0.000204383791222925	0.000129700435566356	0.000126069481358946	0	0.000128825145570014	0	0
FGF22-PDGFRA	0.000145362574608167	0.000783037676285769	0	0	0.000538163447382698	0	0	2.75425396604129e-05	0.000160703421241641	0	0	0.000103867574441707	0	0	0.000330170802920158	0.00179609868705549	0	0	0.00119949670788782	0	0	0.000203457627498114	0.00103132070037015	0	0	0.000702993200770983	0	0	0.000118092960351261	0.000619067444390959	0	0	0.000415464500982554	0	0	0.000119002774577554	0.000630302094213775	0	0	0.000426805042752206	0	0	0.000122032195882975	0.000670542985864569	0	0	0.000450258376446675	0	0
CCL17-CXCR2	7.62796781044e-05	7.12336130527032e-05	5.99389947276651e-05	4.93251380306707e-05	6.95191542599119e-05	0	4.17554530348434e-05	0.000381100850791318	0.000385484682886012	0.000231612577998028	0.000252691220990221	0.000353793592202681	0	0.000142892789030851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00180327627745238	0.00163878618590988	0.00119755491640975	0.00120161108133502	0.00156173095929939	0	0.000759640026019005	8.54370111935961e-05	7.84483437314358e-05	6.32527593325904e-05	5.67824222998851e-05	7.54314645897425e-05	0	4.26360883105771e-05	7.50405677333799e-05	7.14816185532377e-05	5.42097537511518e-05	4.98570957419617e-05	6.81581076412916e-05	0	3.60927857255824e-05
TGFB3-TGFBR2	0.000221091560156362	0.000725666168761409	0.000505966251058779	0.000229077614452038	0.000666992888229743	0.000257681087885279	0.000403120751784165	0.000109674586745525	0.000389907694182919	0.000194123007406448	0.000116521823421867	0.000337030699528214	0.000111725345573148	0.000136973024005085	0	0	0	0	0	0	0	0.000359990555082003	0.00111184827091107	0.000817600855616599	0.000370475228629453	0.00101357456554721	0.000402103077644876	0.000673675362247565	0.000162007433679558	0.000517468071417866	0.000313340760435709	0.000172976708063341	0.000464442873491952	0.00017480553380185	0.000227320789448346	0.000290994669240605	0.0009390989514361	0.000627432836809488	0.000309887409261741	0.000850442463222227	0.000329246470869971	0.000483698768448702	0.00038655168104619	0.00129417922405511	0.000813275466871311	0.000411518592615909	0.0011622040642331	0.000433642971803224	0.000619284914564126
CCL3L3-XCR1	0.00030148840388801	0.000281427697562326	0.000236849747081141	0.000194900361958937	0.000284330014258185	0	0	0.000648398204232659	0.000655585161382925	0.000393972342925208	0.000429808118511942	0.000622885632860668	0	0	0.00118679194593789	0.00111874805291458	0.000830922564932233	0.000766693047131335	0.00109831139340911	0	0	0.000136567899038458	0.000119959475937903	0.000106476014470114	8.76896308982075e-05	0.000120203269612286	0	0	0.000532070067273606	0.000483335791524782	0.000353267516782347	0.000354448431022371	0.000476836227711183	0	0	0.000585644806106025	0.000537516910045945	0.000433480368849219	0.000389121062965401	0.000535053556091957	0	0	0.000617347348552422	0.00058782487156806	0.000445874484413698	0.000410055865195545	0.000580239734941973	0	0
CGA-ADRB1	0.000285287734467537	0.000170322642181774	0.000122565968096567	0	0.000131614016429778	9.53495225593777e-05	7.07486696707015e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00517674847929876	0.00290827892727677	0.0022072153606683	0	0.00222890554890232	0.00165816749258279	0.00131761584708923	8.87797548740929e-05	5.15806880228188e-05	3.22354180381225e-05	0	3.89207594406941e-05	2.74700353041372e-05	1.694300119714e-05	0.000995845169376804	0.000584578336264916	0.000403098745168938	0	0.00044506324284714	0.000323111903634533	0.000225140671124189	0	0	0	0	0	0	0
AREG-FGFR1	9.40957577148401e-05	0.000494567886429187	3.61035031952335e-05	6.84580403685116e-05	0.000337509281118875	6.6672361115126e-05	2.12952168598124e-05	0.00010718191724482	0.000610194764866258	3.18069803828523e-05	7.99588830348148e-05	0.000391608052649704	6.63792944411161e-05	1.66149711292366e-05	7.94859866236719e-05	0.000421898436227462	2.71802545614789e-05	5.77896268270612e-05	0.000279772516752193	5.19175712523414e-05	1.55476876516416e-05	9.92937952702019e-05	0.000491097458576831	3.78096151700984e-05	7.17520165135257e-05	0.000332394129851018	6.74269960987233e-05	2.30637913918799e-05	0.000136702569133709	0.00069922419831641	4.43290620855733e-05	0.000102488065018616	0.000465951457572421	8.96731284979609e-05	2.38083841906327e-05	9.69680443659991e-05	0.000501125054697648	3.50542567307398e-05	7.25089250637565e-05	0.000336942021899906	6.67006617829495e-05	2.00063387341154e-05	0.000237943102291256	0.00127570757477813	8.39330761676974e-05	0.000177868460775197	0.000850578851417521	0.000162279356139186	4.73156800723915e-05
CSF1-EGFR	0	0	0	0	0.000478386343934437	0	2.94679166803224e-05	0	0	0	0	0.000122260300943878	0	5.0641638664304e-06	0	0	0	0	0.00203870097041171	0	0.000110608524651593	0	0	0	0	0.0018793253322415	0	0.000127307396302923	0	0	0	0	0.000125711236890069	0	6.27101239616892e-06	0	0	0	0	0.00108224280757388	0	6.27352251090747e-05	0	0	0	0	0.000408071600164196	0	2.21616039663672e-05
CCL4-CCR9	0.000476048323226504	0	0.000374072611023931	0.00030785861893935	0.00043382261226028	0.00038552846633937	0.000219493368672651	0.0002172714429194	0	0.000132047182445181	0.000144076683722668	0.000201687141164184	0.000153795411489684	6.86181585429627e-05	0.00145376341094281	0	0.00101808081915024	0.000939504603570958	0.00130003092584992	0.00108529337443669	0.000579331726502859	0.000416908151783258	0	0.000325121809801571	0.000267792398244634	0.000354582330998789	0.000323580027406425	0.000197291020013703	0.000213704964120581	0	0.000141922759572725	0.000142415443013147	0.000185064908853311	0.000160224850391377	7.58274055389853e-05	0.00108095397158923	0	0.000800285408021287	0.000718481994603171	0.00095428744790636	0.000849842266598788	0.000454364637083823	0.00141271647885456	0	0.00102056484089468	0.000938699736454462	0.00128304515493776	0.00110122176583913	0.000572328428991178
GH1-IL20RB	0.00241079007151185	0.00149903325377679	0.00161743717859406	0	0	0	0.000605686122357931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00546673229885049	0.00319866962904729	0.0036399605802787	0	0	0	0.00140965424463737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL15-CCR1	0.000189537591962034	0.000274893697581853	0.000150228185186204	0.00012289801350454	0.000214293531505222	0.000154204979501188	9.20046677127445e-05	0.00025113821756728	0.000394523900861128	0.000153953826881165	0.000166975629711952	0.000289228394616134	0.000178587544431029	8.35013229729548e-05	0.00155224418855396	0.00227347898402604	0.00109647757673774	0.00100580652416759	0.00172215624177392	0.00116415575260562	0.000651235039596754	0	0	0	0	0	0	0	0.000277668271698287	0.000391903899860135	0.000186000831031886	0.000185531629619658	0.000298324060948565	0.000209140985314486	0.000103724650873454	0.00169392739901681	0.002415604486131	0.00126498006177889	0.00112889281169547	0.0018553222827568	0.00133789966914186	0.000749611520960434	0.000406170237430294	0.000600896489056822	0.000295968082730188	0.000270600758180331	0.000457664877480452	0.000318072044783177	0.000173237753406802
IL4-GHR	0.00114045625790106	0	0	0	0.000715900432530999	0	0	0	0	0	0	0	0	0	0.00188606871411976	0	0	0	0.00116179715200928	0	0	0.00223233121306767	0	0	0	0.00130782062569459	0	0	0.000244941533249289	0	0	0	0.000146111616687194	0	0	0.00326385626770366	0	0	0	0.00198479602731872	0	0	0	0	0	0	0	0	0
IL15-PDGFRA	0.000508834655649352	0.000316509162121922	0	0	0.000319451444295487	0	0	0.000806282529953303	0.000543235246450614	0	0	0.000515620100890284	0	0	0.000405728065232038	0.000254862612620852	0	0	0.000249955114559031	0	0	0.000500176343610377	0.000292767225938034	0	0	0.000293066973469131	0	0	0.00119383328583629	0.000722665281997719	0	0	0.000712229862426196	0	0	0.000455117006976678	0.000278351956887602	0	0	0.000276797461382863	0	0	0.000599460915280193	0.000380358058171007	0	0	0.000375072160854975	0	0
PGF-CSF1R	3.65743162556822e-05	0.00171951679129616	1.34509219501228e-05	2.50662745398504e-05	0.000966646718209827	1.62691085593973e-05	3.27725471351542e-05	1.47783293228606e-05	0.000752569532631797	4.20361367402353e-06	1.03855546253625e-05	0.000397860955550612	5.74576951031998e-06	9.07037760718774e-06	0	0	0	0	0	0	0	3.45361989289849e-05	0.00152789830439929	1.26052429213543e-05	2.35096245787503e-05	0.000851886352151033	1.47230568168714e-05	3.17617984252429e-05	9.3586133508691e-05	0.00428179246825055	2.90884049151483e-05	6.60947978592592e-05	0.00235045202747373	3.85397505641566e-05	6.45337211118173e-05	1.46765299107849e-05	0.000678445864735611	5.08548111957876e-06	1.03382104971657e-05	0.000375773208973448	6.33777241013167e-06	1.19890376047532e-05	8.15771933814615e-05	0.0039122005534672	2.75819722096608e-05	5.74451996990344e-05	0.00214875108566312	3.49277544784923e-05	6.42277464438517e-05
RFNG-NOTCH2	6.76547601326714e-05	0.000677583244440754	0.000160702252332253	0.000110378526881806	0.000607695812570519	8.62983066767776e-05	5.67269827348683e-05	4.9090838063141e-05	0.000532544412562055	9.01873592083411e-05	8.21253927221007e-05	0.00044916173180151	5.47317936441665e-05	2.81940729069191e-05	7.61770131492349e-05	0.000770459326608329	0.000161261685717219	0.000124198135654609	0.000671445286795149	8.9572740665268e-05	5.52050084467165e-05	0.000113772477989788	0.00107223807072324	0.000268201787437694	0.000184366084739768	0.000953763417895844	0.000139083958403661	9.79095625341664e-05	6.24749128000847e-05	0.000608911059160088	0.000125418565485842	0.000105035012485378	0.000533263508479713	7.37767343346434e-05	4.03123584076906e-05	9.73870292008654e-05	0.000959018594313786	0.000217950338780965	0.000163303601735324	0.000847422259550101	0.000120595401510957	7.44422345807449e-05	5.01260338661539e-05	0.000512094118608913	0.00010946308115783	8.40274116848173e-05	0.000448721638636171	6.1543419570697e-05	3.69296007718553e-05
IL4-IL2RG	0.000863577016547858	0.000249983226823822	0.00207046286068144	0.00133226472924227	0.00045863984592196	0.00156228466504668	0.00225812806109278	0	0	0	0	0	0	0	0.00142817015721537	0.000417494948697294	0.00305161663128405	0.00220178196614048	0.000744302479195715	0.0023816999914366	0.00322768140902369	0.00169036726798766	0.000460447983476743	0.00402205763270851	0.00259016905329064	0.000837852057361561	0.0029307318132175	0.00453654406700542	0.000185474784365145	5.22490709939063e-05	0.000375823393322911	0.000294860452433099	9.36060467625455e-05	0.000310637457354577	0.0003732274600229	0.0024714593291741	0.000703436457073386	0.00558280762242305	0.0039187840663127	0.00127155467826395	0.00434048517151335	0.00589152761668363	0	0	0	0	0	0	0
NGF-EGFR	0	0	0	0	0.000226376597201858	0	1.39444756090978e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00231951191534102	0	0.000115707142288998	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL7-CCR2	0	0	0	0	0	0	0	0.0020450231839775	0.00206472422100607	0.00120454824885928	0.00133287631035119	0.00189515564951449	0.0014284889319505	0.00062261413404595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSM-IL7R	0.000163505868794931	2.52233444864046e-05	0.000160775285152605	0.000611061070184895	2.78439915866647e-05	0.000663267105554946	2.1147476569086e-05	0.000659350115973467	0.000110173335849656	0.000501445396796961	0.00252672592075432	0.000114374353261472	0.00233779550614741	5.84127079472854e-05	0.000230459623238216	3.59025793148091e-05	0.000201959571428247	0.000860698447572401	3.8511621091925e-05	0.00086178308958331	2.57622190735946e-05	0.000337259804018051	4.89579940803188e-05	0.000329117800382661	0.00125191094036529	5.36016662122824e-05	0.00131115974314902	4.47699240118728e-05	0.00078404150996722	0.00011770428834317	0.000651564725961992	0.00301948255511604	0.000126877766972267	0.00294444891167906	7.80378840759098e-05	0.000337992043021279	5.12669419097183e-05	0.000313130408579344	0.00129827339542301	5.57590658263669e-05	0.0013310283453082	3.98527817319313e-05	0.000386573489147753	6.08308014331298e-05	0.000349461012045936	0.0014844129885813	6.56078793197337e-05	0.00150939026812199	4.39316199397986e-05
WNT16-FZD4	0.00558971703263986	0.00316468161835834	0	0	0.00138905290162588	0	0.00199450525779382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL22-PRLR	0.00242909288609417	0.00151918586775839	0	0.00147861770958182	0.00152740414706732	0	0.000610476207256346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00291552793554766	0.00171582781231329	0	0.00176273313850867	0.00171097084327858	0	0.000752035590712289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000797077764240232	0.000508498444724643	0	0.000498521488621439	0.000499500953819428	0	0.000176013207828511
CXCL6-CXCR3	0	0	0	0	0	0	0	0.00215119096261978	0.00132242260768501	0.00268230801835822	0.00327652982666975	0.00142208943142605	0.00224480651316568	0.000671933932525255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL23-CCR2	6.93685428789189e-05	6.46599406881747e-05	5.28283343304463e-05	4.40923663625728e-05	6.31095094530118e-05	5.54377884589099e-05	3.08331052366828e-05	0.000615399871331087	0.000621328418130684	0.000362479429655329	0.00040109663123477	0.000570300890474615	0.000429868918752509	0.000187360544849945	0.00178698836739714	0.00168211596367352	0.00121285734057818	0.00113508258895227	0.00159533819141338	0.0013164763363658	0.000686498564192843	0.000498896254971066	0.000437595331684562	0.000377064316696822	0.00031496961518559	0.000423602031980219	0.00038211094574047	0.000227594364476601	0.000255240574375794	0.000231529506958511	0.00016428073009689	0.000167183243345797	0.000220663380702871	0.000188843869873267	8.73063090876456e-05	0.000986506718318394	0.000904137302569692	0.000707843451102676	0.000644479775167236	0.000869447061905102	0.000765365860707679	0.000399743764437278	0.0001311402155016	0.000124689754039968	9.18165476079368e-05	8.56462073815161e-05	0.000118903300540718	0.000100877330878015	5.1216574690715e-05
FGF9-FGFR4	0	0	0	0	0.000762886303647262	0	0	0	0	0	0	0.000131617939547752	0	0	0	0	0	0	0.00176408906231754	0	0	0	0	0	0	0.000367612576753569	0	0	0	0	0	0	0.0001882612965336	0	0	0	0	0	0	0.00116207874646329	0	0	0	0	0	0	0.00136762305322088	0	0
IFNL1-IL20RB	0.000864445849543137	0.00053751385899057	0.000579970389149467	0	0	0	0.000217183097269785	0.000102829591188033	6.92565843423407e-05	5.33590090705859e-05	0	0	0	1.76958889597473e-05	0.00124511996504098	0.000781851991853547	0.000744496866680887	0	0	0	0.000270372577001243	0.00033285506172315	0.000194758645312188	0.000221627699580838	0	0	0	8.5830167814461e-05	0.000373392422533754	0.000225944241396859	0.000211722051320313	0	0	0	7.21929770526096e-05	0.001685114679642	0.00103025076403019	0.00106519793247238	0	0	0	0.000385962088988966	0.0025590779298846	0.00162314578995576	0.00157845519561777	0	0	0	0.000564926157351698
CCL14-CXCR1	0.000492415039367812	0.000459634485273856	0.000386922379012136	0.00031840468754032	0.000448604358025294	0	0.000252566439123942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00182197289787261	0.00165503473478597	0.00120994887071407	0.00121403792647651	0.00157732945698527	0	0.000719163218248596	0	0	0	0	0	0	0	0.000508579695748253	0.000484242005596558	0.000367394185327119	0.000337892513591593	0.000461760714930872	0	0.000229204581294675
CCL13-CCR7	0	0	0	0	0	0	0	0.00208569714747904	0.00122831076189729	0.000757108530824085	0.00165008612139848	0.00123025653122084	0.00103122356674356	0.000380019866147483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000773015373326832	0.000409013796878465	0.000306623876441304	0.000614603338635768	0.000425369619621528	0.00040482213200147	0.000158240760076445	0	0	0	0	0	0	0	0.000241166254188476	0.000133753330959738	0.00010405969090897	0.000191184435085772	0.00013917855990649	0.000131309807907663	5.63670736775042e-05
IL12A-PDGFRA	0.00286295978402799	0.00178083979220139	0	0	0.00179739455206818	0	0	0.000120113720596224	8.09269755776165e-05	0	0	7.6813085278828e-05	0	0	0.000947560349594389	0.000595220609585981	0	0	0.000583759360099987	0	0	0.000437587778399774	0.000256132385353842	0	0	0.000256394624577846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188695504475729	0.00119727331404818	0	0	0.00118063461358863	0	0
TSLP-EGFR	0	0	0	0	0.000412883779596789	0	0.000165223417525513	0	0	0	0	0.00122926354334555	0	0.000330780889949256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000847569861750727	0	0.000274670605616006	0	0	0	0	0	0	0	0	0	0	0	0.00115400828123574	0	0.000407142898238445
CNTF-IL15RA	0.00122099622458249	0.000820304534295532	0.000829036289629469	0.000764215606647155	0.00077472329900926	0.000759328592530762	0.000324362781455296	0.00157589361616084	0.0011467764717709	0.000827575710754824	0.00101139139822833	0.00101852949137301	0.000856599166931843	0.000286754100843029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIF-PDGFRA	0.000808643738098292	0.00050299866402379	0	0	0.00050767456026819	0	0	0.000302862639747782	0.000204054601993669	0	0	0.00019368156826081	0	0	0.000431689754381322	0.000271170737425709	0	0	0.00026594921884103	0	0	0.00108886215973573	0.000637341525658094	0	0	0.000637994063004683	0	0	0.000666614676469676	0.000403523078867176	0	0	0.000397696131399697	0	0	0.00121603335144933	0.000743732398103629	0	0	0.000739578920317778	0	0	0.00160419054656591	0.00101785918927325	0	0	0.00100371383585929	0	0
CCL2-CXCR2	0.00019039908960888	0.000177803779615106	0.000149611669999439	0.000123118786146665	0.000173524377794969	0	0.000104224354921366	0.00102920301415611	0.00104104201476722	0.000625494177976966	0.000682419274986956	0.0009554568842553	0	0.000385897037139533	0.000235242247739417	0.000221846672292374	0.000164740194188451	0.000152012632269401	0.000210382568509964	0	0.000111296852714789	6.51955274587352e-05	5.72906343439595e-05	5.08416049871029e-05	4.18730737042358e-05	5.5453503552772e-05	0	3.66284649847136e-05	0.000890611967801975	0.000809372700173188	0.000591454983349209	0.000593458264305647	0.000771316242680195	0	0.000375175178009735	0	0	0	0	0	0	0	0.000227489340937608	0.000216700203436708	0.000164339656878074	0.000151144350235998	0.000206624809156059	0	0.000109417136427963
EDN1-SUCNR1	0.000635560592822656	0.000412170445543689	0.000272551618948485	0	0.000329797680523765	0	0.00015214607142496	0.000148343667118777	0.000104202942715417	4.92019634959906e-05	0	7.84104709594708e-05	0	2.43242152855585e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00177226565670059	0.00111849130366049	0.000642322583523231	0	0.000873912153376999	0	0.000326492963065876	0	0	0	0	0	0	0	0.000252526954898332	0.000167051266828157	9.95589405904622e-05	0	0.000130594281958136	0	5.31167466445217e-05
WNT7B-FZD6	0.00145186120528806	0.00082077687235797	0.000708888496408912	0.00225619498262358	0.00035936813106137	0.000523809798728854	0.000517873421493653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00330785168836905	0.00190751597740023	0.00148483972304153	0.00528164205874112	0.000815992701042115	0.00114870605828684	0.00103672720412815
IGF2-FGFR3	0.000115199746394114	0.000620352896007697	0	0	0.000426447196593281	0	0	5.19779614810025e-05	0.000303177955984431	0	0	0.000195996086536609	0	0	0	0	0	0	0	0	0	0.000180167698161624	0.000912964577495596	0	0	0.000622452519504465	0	0	0.000254150882931943	0.00133187300823101	0	0	0.000894033279823851	0	0	0	0	0	0	0	0	0	0.000190999486700686	0.00104915978748965	0	0	0.000704647191735959	0	0
CCL19-CXCR4	0.000532150906555292	0.00043885033290653	0.0010191194945492	0.000565882763016807	0.000477381080265949	0.000834175864353552	0.00158729063679529	0.00104868449222186	0.000936736748939225	0.00155330509838525	0.00114347660306119	0.000958273897462704	0.0014368220309161	0.00214255776775523	0	0	0	0	0	0	0	7.30454357210478e-05	5.66845125487997e-05	0.000138830290522074	7.7151135753043e-05	6.11559953567378e-05	0.000109736677609463	0.000223620337819546	0.00124654662557317	0.00100040086140884	0.00201758293376862	0.00136597384628199	0.00106264265777665	0.00180901094522205	0.00286135272597613	9.61354107698405e-05	7.79518851786642e-05	0.0001734628648127	0.000105071142800685	8.3545804893419e-05	0.000146295818933515	0.000261415895749446	9.96213695390313e-05	8.38023657640493e-05	0.000175397553316122	0.000108846777211449	8.906533157228e-05	0.000150310626970317	0.000261092321458483
EDN3-FFAR2	0.000473701696626321	0.000286016923416346	0.000203383455029471	0.000159609945193202	0.000219424559958702	0.000158240341137158	0.000118724747591459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00390278572626804	0.00221743656691355	0.00166297696705882	0.00130613268329038	0.00168721552239975	0.00124946152668702	0.0010039396108071	0	0	0	0	0	0	0	0.0018726867662013	0.00111176639463347	0.000757545368746661	0.000648527744441532	0.000840342448739672	0.000607299783257541	0.000427886331703954	0	0	0	0	0	0	0
CCL5-CXCR6	0.000375212102418813	0.000266790770832096	0.00154228797722438	0.000627503743557804	0.000263237223909024	0.00107643218286272	0.000306983788660515	5.09678994087902e-05	3.92538072350677e-05	0.000162034311859971	8.74031321178163e-05	3.64234949309686e-05	0.0001278032475393	2.85628398570055e-05	0.00108799634447672	0.000781237132100553	0.00398565516452473	0.00181832630102426	0.00074902567468929	0.00287730088026708	0.000769359382452407	0.000529074650787623	0.000353997849915762	0.00215827328256923	0.000878848503772032	0.000346420015218654	0.00145466402746338	0.000444275254874529	6.17422310958909e-05	4.27228470668897e-05	0.000214488256680941	0.000106405481106954	4.11624394507244e-05	0.000163984200966695	3.88742608708329e-05	0.000821666203036957	0.00057444836553737	0.00318212242679775	0.00141235319712445	0.000558440300938622	0.00228839491400605	0.000612859588131295	0.000883261544151558	0.00064062728457366	0.00333778745143856	0.00151774990097406	0.000617569118464055	0.00243900967320343	0.000634962196607292
FGF22-TEK	0.000181344636659566	0	0	0	0.000672194502058568	0	4.1340807829501e-05	3.43602324110091e-05	0	0	0	0.00012973607334618	0	5.3653293004817e-06	0.000411899035584289	0	0	0	0.00149823459062647	0	8.11574201007979e-05	0.000253820143415305	0	0	0	0.000878075549056702	0	5.93877532501055e-05	0.000147324887748299	0	0	0	0.000518937052895722	0	2.58458955064898e-05	0.000148459911193911	0	0	0	0.000533101987108552	0	3.08539234077488e-05	0.00015223921482417	0	0	0	0.000562396436668513	0	3.04944442070675e-05
XCL2-CXCR4	0.000694445863677757	0.000572690555829921	0.0013299297414793	0.000738465234696976	0.00062297237964822	0.00108858215112324	0.00207138126346947	5.1276979853003e-05	4.5803129310281e-05	7.59511510146534e-05	5.59119803643901e-05	4.68562200531314e-05	7.0255539085486e-05	0.00010476353212615	0.00190763055882907	0.00158868345897229	0.00325587875358438	0.00202717308454855	0.00167928137673753	0.00275654502966339	0.00491789365867725	0.000261154891209072	0.000202660680462688	0.000496351470285899	0.00027583375012214	0.000218647300225076	0.000392334850492054	0.000799496154946912	8.97944758234604e-05	7.20634664766276e-05	0.000145335760613696	9.83973667724214e-05	7.65470287955164e-05	0.000130311362810378	0.000206116372146864	0.00061921105925865	0.000502090426474072	0.00111727950609026	0.000676766376823348	0.000538121030850163	0.000942295750145714	0.00168378761184683	0.00280376179325297	0.00235854889769805	0.00493642037740827	0.00306340333079451	0.00250667075669872	0.00423036939734256	0.0073482293889787
