B cells-B cells	B cells-Monocytes/Macrophage	B cells-CD8 T cells	B cells-CD4 T cells	B cells-Dendritic cells	B cells-T cells	B cells-NK cells	Monocytes/Macrophage-B cells	Monocytes/Macrophage-Monocytes/Macrophage	Monocytes/Macrophage-CD8 T cells	Monocytes/Macrophage-CD4 T cells	Monocytes/Macrophage-Dendritic cells	Monocytes/Macrophage-T cells	Monocytes/Macrophage-NK cells	CD8 T cells-B cells	CD8 T cells-Monocytes/Macrophage	CD8 T cells-CD8 T cells	CD8 T cells-CD4 T cells	CD8 T cells-Dendritic cells	CD8 T cells-T cells	CD8 T cells-NK cells	CD4 T cells-B cells	CD4 T cells-Monocytes/Macrophage	CD4 T cells-CD8 T cells	CD4 T cells-CD4 T cells	CD4 T cells-Dendritic cells	CD4 T cells-T cells	CD4 T cells-NK cells	Dendritic cells-B cells	Dendritic cells-Monocytes/Macrophage	Dendritic cells-CD8 T cells	Dendritic cells-CD4 T cells	Dendritic cells-Dendritic cells	Dendritic cells-T cells	Dendritic cells-NK cells	T cells-B cells	T cells-Monocytes/Macrophage	T cells-CD8 T cells	T cells-CD4 T cells	T cells-Dendritic cells	T cells-T cells	T cells-NK cells	NK cells-B cells	NK cells-Monocytes/Macrophage	NK cells-CD8 T cells	NK cells-CD4 T cells	NK cells-Dendritic cells	NK cells-T cells	NK cells-NK cells
IL12A-CSF2RB	0.00227793547759437	0.00168091082330446	0	0.00132578086756399	0.00183712157575	0.00138973049156874	0.000568945817919363	9.55693848786949e-05	7.63858881306533e-05	0	5.70347966669019e-05	7.85108512225569e-05	5.09616261390752e-05	1.63498709084658e-05	0.000753933516476418	0.000561820759671012	0	0.000438498670274331	0.000596661937275649	0.000424004264891447	0.000162751783352816	0.000348170005928663	0.000241759927324991	0	0.000201270100954575	0.000262061602543687	0.000203571244811684	8.92518882336461e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00150136996861018	0.00113009024217131	0	0.000897820383838931	0.0012067296627806	0.000881639941550142	0.000329486146631977
WNT5A-FZD3	0.00033894763855815	8.60684218441403e-05	0.000124563861319465	0.00019525824269337	5.86673059452715e-05	8.56007307313181e-05	5.25229085266559e-05	0.000759642808271816	0.000208935263224319	0.000215918820684709	0.000448721596822938	0.000133932933056055	0.000167683221560143	8.06290665904821e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00229179575048062	0.000566331920700329	0.000711816293820955	0.00136048848833947	0.000376953486606834	0.00053583443867071	0.000273296007440966	0.000162726192421915	4.06284543324673e-05	5.63442675897607e-05	9.63479851449481e-05	2.728549645838e-05	3.98958788612911e-05	2.29879675472875e-05	0.000137236819335901	3.55470869677452e-05	4.63671939536763e-05	8.12304418904948e-05	2.36733632261017e-05	3.33602939232884e-05	1.86855868906759e-05
CCL25-CCR6	0.00217310731366762	0	0.0017071774034895	0.00141418619719834	0.00197875217882697	0.00177404404653906	0.00100112056031714	0.000201158323490276	0	0.000122224172829927	0.000134231426682728	0.000186578954963712	0.000143534582835418	6.34759575555935e-05	0	0	0	0	0	0	0	0.000537111142363634	0	0.000418757393349627	0.000347173976048853	0.000456446575342875	0.000420226364985073	0.000253960361319063	0	0	0	0	0	0	0	0.00114047242941529	0	0.00084414119839447	0.000762813941844838	0.00100601831661057	0.00090384452193021	0.000478979532305992	0.00085337241914227	0	0.000616334960345948	0.000570604813489924	0.00077441653927166	0.00067055775914744	0.000345432943605579
NTF3-NGFR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000604309658212584	0	0.000187733889868264	0.000427217108612411	0.00212584711111277	0.000248214304942669	0.000118758428374318	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF21-FLT3	0	0	0	0	0	0	0	8.72018220779081e-05	0.000567307838796069	2.41303406648282e-05	5.97486955641715e-05	0.0010187607619158	3.27865531768919e-05	1.33408064106554e-05	0	0	0	0	0	0	0	0.00028949616093804	0.00163619346420592	0.000102792145053151	0.000192137652432632	0.00309877897789811	0.000119347575788505	6.6363587033981e-05	0	0	0	0	0	0	0	0.000341974615201994	0.00201956398918777	0.000115277080639545	0.000234862873801527	0.00379959202880247	0.000142808634773393	6.96323902376922e-05	0.000182328472439225	0.00111706585481505	5.9972408173918e-05	0.000125180877585266	0.00208407100679272	7.54924885300605e-05	3.57820248820242e-05
CCL21-CCR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00238933990621232	0	0.00158193774300573	0.00163293150429503	0.00206214680618047	0.00180887463561117	0.000844737028296186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXT-HTR1F	0	0.000916144677998248	0	0	0.000708221204470697	0	0	0	0.000138070026966697	0	0	0.000100375472269683	0	0	0	0.000581453080114667	0	0	0.000436774087521326	0	0	0	0.00102358226276255	0	0	0.000784790009946816	0	0	0	0.000337078372314899	0	0	0.000254448660374872	0	0	0	0.000346546891443455	0	0	0.000263946631672068	0	0	0	0.000644595351001481	0	0	0.000486850556398817	0	0
PDGFB-FLT1	7.31592876373921e-05	0.000274582723395923	4.0853729445027e-05	6.53941023131896e-05	0.000173053715828958	4.6806749789918e-05	3.00551021124263e-05	0.000234978404441026	0.000955262605669955	0.000101487326043399	0.000215371306667223	0.000566179092010474	0.000131402094177184	6.61215060093084e-05	7.38628765253259e-05	0.000279957066456283	3.67597125974296e-05	6.5978164995221e-05	0.000171449602279325	4.35625446717591e-05	2.6226369237199e-05	0.000130310463303156	0.000460227680130604	7.22174874906912e-05	0.00011569270728818	0.000287677773100316	7.99013681345966e-05	5.49445468306997e-05	0.000317143108596701	0.00115835832093149	0.000149675281827975	0.000292123564258813	0.000712877752696825	0.000187846950615748	0.000100264049422229	3.85836563245991e-05	0.000142386472584668	2.03001125812213e-05	3.54471159180341e-05	8.84149500744966e-05	2.39644856479217e-05	1.44503736790851e-05	5.12733713400551e-05	0.000196298851991707	2.63229667279019e-05	4.70904018429373e-05	0.000120872949497357	3.15751379165757e-05	1.85080454692472e-05
WNT9A-FZD7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00482135708764548	0.00275666474099235	0	0.00749451512205212	0.00117320039084551	0.00160021627008596	0.00148690591541702	0	0	0	0	0	0	0	0.000482878596079174	0.000266057211780948	0	0.000774015208027164	0.000113786404353596	0.000160956746830414	0.000132595917893698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL3-CCR8	0.000336512303731235	0.000314092423691597	0	0.000219451884931451	0.00030656133659533	0.000272713355331316	0.000155086732755149	0.000557688635223582	0.000563818593862782	0	0.000372924520610882	0.000517514644327061	0.000395032268169633	0.000176048180017865	0.000872683053794524	0.00082257315651327	0	0.000568721716235047	0.000780138624174761	0.000651943573183683	0.000347610956161764	0.000103922085365799	9.12754688676276e-05	0	6.73137524711665e-05	8.83567727061714e-05	8.07140652624385e-05	4.91561792305555e-05	0.000418538794033574	0.000380168505438079	0	0.000281265382878546	0.000362326812724372	0.000314015460523645	0.000148439895431174	0.000287843193970818	0.000264164277647206	0	0.000192931323386495	0.000254028979057419	0.000226457724151538	0.000120936284445009	0.00139719022002613	0.00133025284202936	0	0.000936192834137677	0.00126852127324959	0.00108987166263753	0.000565782069320827
PDGFC-NGFR	4.60234539341679e-06	0	1.6917250743581e-06	3.15737460474938e-06	1.70374022937378e-05	2.04191014240763e-06	1.17528418530063e-06	0.000292672126703379	0	8.32057923534298e-05	0.000205882315873173	0.00110362098444502	0.000113494313050109	5.11930604895528e-05	1.55281424995875e-05	0	5.08690627600635e-06	1.06456286486495e-05	5.64082312585286e-05	6.35074876974556e-06	3.42725490473619e-06	0	0	0	0	0	0	0	0.000261537841228356	0	8.12489352342529e-05	0.000184894348127404	0.000920040672304436	0.000107424120390056	5.13971977157534e-05	0	0	0	0	0	0	0	4.42357095486191e-05	0	1.49487299439123e-05	3.11810911678871e-05	0.000163201051473941	1.88905577477266e-05	9.92559672025293e-06
IL21-LIFR	0.000948279734220591	0.000589565599210822	0	0	0.000596180433735091	0	0.000238205569882509	0	0	0	0	0	0	0	0.000579240024511287	0.000363676891081019	0	0	0.00035735397459518	0	0.000125758462984892	0.00184133473310284	0.00107725400482059	0	0	0.00108041238291316	0	0.000474727899126963	0	0	0	0	0	0	0	0.00490914393494426	0.00300097958915525	0	0	0.00298990837455799	0	0.00112421186913292	0	0	0	0	0	0	0
IFNL1-LIFR	0.00081081358170099	0.000504099980093656	0	0	0.000509755903635447	0	0.000203674405692439	9.64497998111533e-05	6.49513351225815e-05	0	0	6.17670693716804e-05	0	1.65952125758607e-05	0.00116786977349228	0.000733249137556605	0	0	0.000720500807448792	0	0.000253555523558337	0.000312203945366487	0.00018265171694236	0	0	0.000183187229624402	0	8.04915697393211e-05	0.000350226272304515	0.000211898699327176	0	0	0.000209236907659935	0	6.77026061475355e-05	0.00158056617392466	0.0009662065097529	0	0	0.000962641980472727	0	0.000361955419564672	0.00240030667424489	0.0015222449555857	0	0	0.00150395127657013	0	0.00052978800286558
IL20-IL7R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207051812855509	0.000310836683676859	0.00172066983684032	0.00797393159640869	0.000335062255361517	0.00777578071152212	0.000206084565216461	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL14-CCR6	0	0	0	0	0	0	0	0.00221911979956848	0	0.00134834133237287	0.001480801845569	0.00205828446946062	0.00158343154370282	0.000700248201337767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANGPT1-FGFR1	3.74319416864687e-05	0.000196742517775567	1.43622226878362e-05	2.7233080824003e-05	0.000134263520867437	2.65227252956908e-05	8.47138420536347e-06	9.23162061897107e-05	0.000525563147005545	2.7395477098889e-05	6.88688999290846e-05	0.000337293553458136	5.71727469509299e-05	1.4310539874923e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000384413362776229	0.00196624779704337	0.000124655183388426	0.000288200740980223	0.00131027505796694	0.000252164601550754	6.69501757500821e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL18-CCR3	0.000129572876234826	0.000120956211975319	0.000101816365112287	8.37934968220391e-05	0.000118046175871429	0	0	0.00142152350571376	0.00143733900203589	0.000863931190650925	0.000942629525195856	0.00131918676312091	0	0	0.000272208669956519	0.000256612323372445	0.000190629054016871	0.000175915080008561	0.000243354051533734	0	0	9.94122276811068e-05	8.73260046008583e-05	7.75254222980548e-05	6.38548077613707e-05	8.452655860325e-05	0	0	0.000226441394862946	0.000205709241772713	0.000150380621733832	0.000150901735455404	0.000196038768955807	0	0	0.000217040351021583	0.000199212310153703	0.000160685540459725	0.000144259727974944	0.000191553093937506	0	0	0.00078087740061403	0.000743565237164781	0.000564114240896259	0.000518860341548085	0.000709000370299443	0	0
CCL14-CXCR2	0.000491576923185227	0.000459058050610665	0.000386270987755277	0.000317871026613642	0.000448009388644175	0	0.000269088932192145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00181887180459183	0.00165295913032094	0.00120791189855019	0.00121200314297545	0.00157523749618718	0	0.000766209727395396	0	0	0	0	0	0	0	0.000507714066474037	0.000483634710264414	0.000366775670159417	0.000337326190170559	0.000461148296701149	0	0.000244198778935413
FGF21-CSF1R	0	0	0	0	0	0	0	4.12025004099088e-05	0.00209819024866232	1.1719822338722e-05	2.8955290504096e-05	0.00110925029656787	1.60194068918188e-05	2.52885308557896e-05	0	0	0	0	0	0	0	0.000136785739167926	0.00605146789229533	4.99249345283811e-05	9.31133557047563e-05	0.00337402227169393	5.83128506309632e-05	0.00012579731440142	0	0	0	0	0	0	0	0.000161581591843919	0.00746936527028421	5.59887207390828e-05	0.000113818765001257	0.00413708374168265	6.97758503541781e-05	0.000131993583812281	8.61494494198007e-05	0.0041314724095133	2.91278925062223e-05	6.06649005775547e-05	0.00226918474756137	3.68853927558127e-05	6.78275969576298e-05
IL4-PDGFRB	0.000926462837553213	0.000576140099075668	0.000621803138624999	0	0.000584446554052617	0	0.00024605870524746	0	0	0	0	0	0	0	0.00153216974399323	0.00096220688148637	0.000916464059919509	0	0.000948467567758544	0	0.000351706850527923	0.00181346009168614	0.00106120138614917	0.00120790771341133	0	0.00106767816203693	0	0.00049432810240408	0.000198981088802495	0.000120419219007265	0.00011286759592489	0	0.000119282552432583	0	4.06690245599226e-05	0.00265143140580224	0.00162122057235992	0.00167663345616337	0	0.00162034711246459	0	0.000641974953621226	0	0	0	0	0	0	0
PGF-KIT	0.000102970501729896	0.000552503417246607	0	0	0.000380928439968153	4.53516322263739e-05	2.34921755313348e-05	4.16065737078045e-05	0.000241810513627683	0	0	0.000156785876646648	1.60168594817709e-05	6.50187188700311e-06	0	0	0	0	0	0	0	9.72324323632048e-05	0.000490933870875186	0	0	0.000335704588907127	4.10418711983501e-05	2.27676457591025e-05	0.000263480280943155	0.00137579637641454	0	0	0.000926247415088415	0.000107433089360771	4.62593736701903e-05	4.13199699483804e-05	0.000217993601795944	0	0	0.000148081713390776	1.76671218603878e-05	8.59403984380943e-06	0.000229670582861568	0.00125704162104481	0	0	0.000846762714363093	9.73643189987015e-05	4.60400434308181e-05
CXCL14-CCR10	0	0	0	0	0	0	0	0.00213371722126655	0.00214211572576565	0	0.00140391439934904	0.00196626096954287	0.00149830686142044	0.000668459641737901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGF-ERBB2	1.60488374235308e-05	5.99421333894143e-05	9.02876183883451e-06	1.4340585486349e-05	3.64210845485462e-05	1.02578941101371e-05	6.94703769112922e-06	0.000382295328269639	0.00154660245686505	0.000166343268090059	0.000350278171536066	0.000883736318827823	0.000213574276523746	0.000113349893071281	1.15419309297981e-05	4.35339993339528e-05	5.78691016774011e-06	1.03063924946309e-05	2.57031630800369e-05	6.80050417819714e-06	4.31815038578199e-06	0	0	0	0	0	0	0	0.000265757275423272	0.000965956756699842	0.00012635788493558	0.000244709407517337	0.000573116327235571	0.000157256878254043	8.85283688566841e-05	1.08999521246666e-05	4.00290072157612e-05	5.77752769015035e-06	1.00105123564632e-05	2.39631966342849e-05	6.7633979074629e-06	4.30137815793683e-06	6.49961508535984e-05	0.000247627231100144	3.36165374049839e-05	5.96736154049252e-05	0.000147001822489829	3.99867987347432e-05	2.472086479083e-05
CCL5-CCR7	0.000739076374716995	0.000401841922516525	0.00034687627220633	0.000570235047520608	0.000427975921611135	0.000418076333019676	0.000196597652133857	0.000100394337173972	5.91243292121222e-05	3.64431668388267e-05	7.94263455928878e-05	5.92179881701197e-05	4.96376027490536e-05	1.82921296224295e-05	0.00214308757312856	0.00117670423952617	0.000896414435038488	0.00165237800621508	0.00121777972231746	0.00111751712756972	0.000492710865603933	0.00104214808727654	0.000533193768784422	0.000485417640360179	0.000798641001678255	0.000563216034100808	0.000564978093427258	0.000284521447828289	0.000121617144092957	6.434941863691e-05	4.82405932019368e-05	9.66944583174228e-05	6.69226513563851e-05	6.3689951401296e-05	2.48957394427643e-05	0.00161848211892214	0.000865237709962948	0.000715691739423561	0.00128345575743001	0.000907922515326347	0.000888791481135545	0.000392485729100106	0.00173980992555995	0.000964916810453065	0.000750702388704175	0.00137923350385019	0.00100405523469802	0.000947288864645968	0.000406640616403358
PGF-ERBB3	0.00016898012948664	0	0	0.000115845279375654	0	7.58159385937823e-05	3.85753532514393e-05	6.82786244072361e-05	0	0	4.79974587022701e-05	0	2.67759543664009e-05	1.06764060443105e-05	0	0	0	0	0	0	0	0.000159563649152007	0	0	0.000108651128950665	0	6.86111576098575e-05	3.7385638324111e-05	0.000432385306888565	0	0	0.000305461041333067	0	0.000179599721246191	7.59602565602201e-05	6.78082922289402e-05	0	0	4.77786549965562e-05	0	2.95347567516453e-05	1.41118527907175e-05	0.00037690177457834	0	0	0.000265486408733979	0	0.000162767399276496	7.56001050939918e-05
LTA-TNFRSF1B	0.000689731531019819	0.000781117766670949	0.00108784462498136	0.000972151577743644	0.000608271495906484	0.000782863282715295	0.00219816878804095	2.77292005248426e-05	3.40145610561743e-05	3.38256193668541e-05	4.00757844046438e-05	2.4909737441732e-05	2.75092349014732e-05	6.05319063603796e-05	0.000750214101611483	0.00085799179790136	0.00105452204516758	0.0010566813193383	0.000649234235187256	0.000784944723391923	0.00206647137935902	0.00299628687631024	0.00319307805065869	0.00468998039987435	0.00419464177706958	0.00246613209846019	0.00325930607505949	0.00980078621515827	6.40369788811601e-05	7.05750467265822e-05	8.53591713021235e-05	9.3009420309463e-05	5.36656682938937e-05	6.72893808947488e-05	0.000157055450791992	0.00146493551053808	0.00163123508164696	0.00217689820937464	0.00212217318309724	0.00125154582704553	0.00161417295053006	0.00425624305805828	0.000354701347910911	0.000409752318932847	0.000514316371842329	0.000513674671496411	0.000311749674582355	0.000387510119306265	0.000993261814246678
PGF-EGFR	0	0	0	0	0.000502568056920631	0	9.12162787887626e-05	0	0	0	0	0.000206851379711873	0	2.52457060821218e-05	0	0	0	0	0	0	0	0	0	0	0	0.000442903142019271	0	8.84030480768369e-05	0	0	0	0	0.00122202050250609	0	0.000179617588829325	0	0	0	0	0.000195367767684928	0	3.33692523823106e-05	0	0	0	0	0.00111715442424272	0	0.000178765965350065
EFNA5-NTRK1	6.6860977256713e-05	0.000359911958106103	2.46202870324607e-05	4.60484329922881e-05	0	2.9860748292615e-05	1.52392436792574e-05	8.46987505295095e-06	4.93846120806568e-05	2.41223166735878e-06	5.98149739029531e-06	0	3.30628501911144e-06	1.32231140447551e-06	0.000219830459083479	0.00119501374419496	7.21426196743705e-05	0.000151298598152499	0	9.05031802075281e-05	4.33053721408886e-05	3.72904442284192e-05	0.000188890806023439	1.36275816978857e-05	2.55092255364282e-05	0	1.59610490880512e-05	8.72338053049549e-06	2.77050370151199e-05	0.000145133007458183	8.62207292645823e-06	1.96626961624678e-05	0	1.14550385425355e-05	4.85948952634572e-06	0.000122214552145126	0.000646856709783636	4.24010037680829e-05	8.65114252660759e-05	0	5.29878870193295e-05	2.53945529413965e-05	0.000871232430090001	0.00478387402317528	0.000294940997573515	0.000616520577606195	0	0.000374521163820308	0.000174479605320933
FGF9-KDR	0.000152445264074385	0.000820783637203618	0	0	0.000564796276740264	0	3.48271212463196e-05	2.58199139503389e-05	0.000150577689962327	0	0	9.74422031872878e-05	0	4.04040107375293e-06	0.000359232666577115	0.00195322400073335	0	0	0.00130602807976988	0	7.09320771251716e-05	7.8709820436343e-05	0.000398780011108176	0	0	0.000272158791736955	0	1.84556408292791e-05	3.95882990646063e-05	0.000207427101732556	0	0	0.000139377622626236	0	6.96003951859597e-06	0.00023970594918862	0.00126898116550394	0	0	0.000860334949183901	0	4.99240042204907e-05	0.000274217234889673	0.00150602314273475	0	0	0.00101250789894958	0	5.50450577795448e-05
EDN1-SSTR2	0.000589849001689389	0.000351971577815449	0.000252940833056739	0.000198779224575009	0.000272249653840288	0.000197044269054531	0.000140513244333973	0.00013767430665949	8.89837555241952e-05	4.56617564141322e-05	4.75744547371458e-05	6.4728240484492e-05	4.01986229800399e-05	2.2464427596723e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164479852926459	0.000955131919764282	0.000596105831234233	0.00057119585878131	0.000721418904056132	0.000508681006364102	0.000301529872332098	0	0	0	0	0	0	0	0.000234364392519858	0.000142652872366958	9.23954202449908e-05	8.11508700301434e-05	0.000107806240481008	7.53579287653705e-05	4.90555315006511e-05
PDGFA-INSR	8.11693316910884e-05	0.000742158386055845	2.64633736732945e-05	4.93882316047266e-05	0.000635585359966813	3.18758937377646e-05	2.3880110343933e-05	2.03363918981111e-05	0.000201404707907407	5.12800878599022e-06	1.26880881252451e-05	0.000162207239575232	6.98038893854702e-06	4.09811657206711e-06	0.00017443394466487	0.00161063491016892	5.06836509194103e-05	0.000106063855336301	0.00134032994724416	6.314651816273e-05	4.43545906745943e-05	0.000365459088167965	0.00314436607341161	0.000118247740508413	0.000220865484795801	0.00267076846493367	0.000137545085026375	0.000110351868835885	8.87161160505455e-05	0.000789388968748626	2.44449033655269e-05	5.56257941057422e-05	0.000660134996569376	3.22539400168648e-05	2.00857522499774e-05	0.000195094287135795	0.00175392408427905	5.99281149156223e-05	0.000122006921399715	0.00147991690732562	7.4377344193781e-05	5.23257990295991e-05	1.37048449614859e-05	0.000127820614524585	4.10778860749591e-06	8.56795231172822e-06	0.000106950255492555	5.18034748101792e-06	3.54273305643422e-06
OXT-SSTR2	0.00102764892884862	0.000613213235745506	0.000440679522061337	0.000346317882418725	0.000474319807861114	0.000343295201737545	0.00024480550889343	0.000142984523952918	9.24159360732317e-05	4.7422969921881e-05	4.94094426764383e-05	6.72248648026668e-05	4.17491186977962e-05	2.33309000330515e-05	0.000645853338989485	0.000389190412010436	0.000246828699494422	0.000217504854253097	0.000292522449150138	0.0001988863031664	0.000132976083135177	0.00122015149362694	0.00068512562095736	0.000519269359946226	0.000408414807961289	0.000525600538898715	0.000390636324431003	0.000298322998594709	0.000388532806494011	0.000225620389826074	0.000140811575068977	0.000134927364124825	0.000170412914690583	0.000120160162777632	7.12271110744198e-05	0.000395349421732189	0.00023195805831008	0.000159732036691708	0.000136936638231675	0.000176774028834466	0.000128212326752902	8.58587335363393e-05	0.000708835948128972	0.000431454125562125	0.000279450280855201	0.000245441098286438	0.000326060362088068	0.000227920326595308	0.000148368631464732
IL21-IL2RB	0.000670159431315177	0.000308199713751391	0.00125742057828623	0.00084725760144699	0.00031313907490858	0.000673990193288418	0.00135864115994193	0	0	0	0	0	0	0	0.000409355121081997	0.000190114745295859	0.000684520261215677	0.000517180890076586	0.000187697359201428	0.000379510396925958	0.000717282236962728	0.00130129095146309	0.000563142382065141	0.00242313541560918	0.00163406501022134	0.000567478090459325	0.0012542547752514	0.00270768170469222	0	0	0	0	0	0	0	0.00346934452879628	0.00156878395142027	0.00613313727491707	0.00450809626017349	0.00157042581321366	0.00338726042642496	0.0064121108446482	0	0	0	0	0	0	0
EFNA5-FLT3	4.38078544926892e-05	0.00026312015853165	1.56735819321159e-05	2.92727871262541e-05	0.000502440012487322	1.88445975691493e-05	9.78458612110688e-06	5.54953081924448e-06	3.61035155043551e-05	1.53565677880782e-06	3.80241168753087e-06	6.48340150580524e-05	2.0865388242622e-06	8.49009969807304e-07	0.000144034699457271	0.000873636451188388	4.59268918665694e-05	9.61798560433201e-05	0.00162105656280446	5.71149789357711e-05	2.78048669696025e-05	2.44330014569494e-05	0.000138092046420438	8.67548855124243e-06	1.62161029238177e-05	0.000261531866386143	1.00727397685527e-05	5.60097796611777e-06	1.8152564920087e-05	0.00010610211489365	5.48891920956679e-06	1.2499489813009e-05	0.000197842027605702	7.22907508404813e-06	3.1201085024886e-06	8.0075965636971e-05	0.000472896318647341	2.69930080704093e-05	5.49949340562096e-05	0.000889703466887975	3.34397315544088e-05	1.63049555143153e-05	0.000570838553258847	0.00349733778782156	0.000187763119272881	0.000391919430358114	0.0065248617645432	0.000236353776005963	0.000112027260707377
OXT-ADORA1	0	0.000916041002841952	0	0	0.000708606019575455	0	0	0	0.000138054402325776	0	0	0.000100430011723786	0	0	0	0.00058138728020292	0	0	0.00043701141064182	0	0	0	0.00102346642947374	0	0	0.000785216429048622	0	0	0	0.00033704022697195	0	0	0.000254586916173032	0	0	0	0.000346507674599219	0	0	0.000264090048234684	0	0	0	0.000644522405619199	0	0	0.000487115088788809	0	0
FGF18-NGFR	0.000154933737335522	0	5.69503733225739e-05	0.00010629012076795	0.000573548524983237	6.87390325200378e-05	3.95648643668561e-05	0	0	0	0	0	0	0	0.000433519522810371	0	0.000142017835128312	0.000297207979119303	0.00157482258411938	0.000177302183839554	9.56831707907244e-05	0.000279565646004999	0	0.000101984747865726	0.000190497064105265	0.000965880795797741	0.000118871332377154	7.32730136438325e-05	0.000176340029643549	0	5.47815168176953e-05	0.000124663699434773	0.000620330880860098	7.24299492763453e-05	3.46541950725891e-05	0.000135505564849306	0	4.69289172874755e-05	9.55459856109779e-05	0.000485950647952303	5.83633569080106e-05	3.15462523110987e-05	7.4715666966779e-05	0	2.5248929868257e-05	5.26659580491199e-05	0.000275652307490472	3.19068154642024e-05	1.67646814432102e-05
PDGFB-EGFR	0	0	0	0	0.000265442926688317	0	0.000112772451899569	0	0	0	0	0.000868448472736268	0	0.000248100449902609	0	0	0	0	0.000262982415549824	0	9.84063189084805e-05	0	0	0	0	0.000441262007401216	0	0.000206162376072809	0	0	0	0	0.00109346601510634	0	0.000376209757944872	0	0	0	0	0.00013561756243346	0	5.42205467996617e-05	0	0	0	0	0.00018540410599296	0	6.94457020850635e-05
IL10-LEPR	0	0	0	0	0	0	0	0.00222336457486548	0.00150101815592295	0.00115361845598598	0.00139020837634296	0.0014243753818975	0.00120883572543406	0.000383279245823513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL3-IL4R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00628255929700847	0.00461774378009977	0.00400996149644176	0.00462570461885802	0.00424835196953381	0.0039646069148582	0.0016679227648659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT10B-FZD1	0.000418789512518762	0.000256919873385945	0.000201014759801568	0	0.000124481567568944	0	0.000149842390487507	0	0	0	0	0	0	0	0.00291688951071423	0.00180710487607277	0.0012477735594348	0	0.000850801083330829	0	0.000902032299587858	0.00145349965113808	0.000839086126128662	0.000692385441193026	0	0.000403217842556424	0	0.00053376537070651	0	0	0	0	0	0	0	0.00191495947825189	0.00115510935425715	0.000866013304024744	0	0.000551416432667344	0	0.00062463374323356	0.00105907040430504	0.000662748691827017	0.000467345109031434	0	0.000313732758264648	0	0.000332953566365277
TSLP-IL2RB	0.000302790578300811	0.000139250401021424	0.000568126159650459	0.000382806847332482	0.000141482096870704	0.000304521388282749	0.000613859513570925	0.000885003771332647	0.000440849451943016	0.00128430794760842	0.00114729008254439	0.000421229392661257	0.000777957521408796	0.00122896015131422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00065409634048185	0.000292738417171959	0.00103723392851279	0.000852160220494005	0.000290435147154514	0.000609013635524409	0.00102049193074969	0	0	0	0	0	0	0	0.000849175931926405	0.000398358344644944	0.00146480841533073	0.00110307851151283	0.000395441815599623	0.000822029654492844	0.00151267020867617
CCL5-CCR1	0.000472443745272916	0.000685203429531308	0.000374460631900084	0.000306337108040905	0.000534150706274493	0.000384373238580914	0.000229331972337741	6.41756092891281e-05	0.000100816243589463	3.93412071575479e-05	4.26687856472088e-05	7.3909135089064e-05	4.56360827369499e-05	2.13378446743258e-05	0.00136993733548093	0.00200646506819907	0.000967699271137241	0.000887677286787659	0.00151989368073296	0.00102742882954199	0.000574749257555994	0.000666177897609658	0.000909178904699235	0.000524019112603353	0.000429039526561487	0.000702941981566465	0.000519432558952541	0.000331895442771742	7.77419777038248e-05	0.000109725839609339	5.2076790662946e-05	5.19454229502978e-05	8.35252164495712e-05	5.85556056434914e-05	2.90409827749535e-05	0.0010345909842046	0.00147536584165642	0.00077260511157363	0.000689487829166356	0.00113316527476219	0.000817141830439653	0.0004578362223149	0.00111214800717893	0.00164533432349299	0.000810399884244195	0.000740940783488625	0.00125314716476001	0.000870923465448762	0.00047434795675445
